-2.000000000000000000e+00 9.000000000000000000e+01
-1.000000000000000000e+00 9.014344760515439248e+01
0.000000000000000000e+00 8.375000000000000000e+01
1.000000000000000000e+00 8.729166666666665719e+01
2.000000000000000000e+00 6.583333333333332860e+01
3.000000000000000000e+00 6.083333333333332860e+01
3.500000000000000000e+00 5.875000000000000000e+01
4.000000000000000000e+00 5.708333333333332860e+01
4.500000000000000000e+00 4.333333333333332860e+01
5.000000000000000000e+00 4.479166666666665719e+01
5.500000000000000000e+00 4.083333333333332860e+01
6.000000000000000000e+00 3.687500000000000000e+01
6.500000000000000000e+00 2.770833333333332860e+01
7.000000000000000000e+00 2.208333333333332860e+01
7.500000000000000000e+00 2.416666666666665719e+01
8.000000000000000000e+00 1.250000000000000000e+01
8.500000000000000000e+00 7.500000000000000000e+00
9.000000000000000000e+00 5.833333333333328596e+00
9.500000000000000000e+00 7.291666666666657193e+00
1.000000000000000000e+01 8.750000000000000000e+00
1.050000000000000000e+01 7.083333333333328596e+00
1.100000000000000000e+01 4.791666666666657193e+00
1.150000000000000000e+01 6.250000000000000000e+00
1.200000000000000000e+01 3.750000000000000000e+00
1.250000000000000000e+01 3.750000000000000000e+00
1.300000000000000000e+01 3.333333333333328596e+00
1.350000000000000000e+01 2.916666666666657193e+00
1.400000000000000000e+01 2.708333333333328596e+00
1.450000000000000000e+01 2.500000000000000000e+00
1.500000000000000000e+01 2.291666666666657193e+00
1.550000000000000000e+01 2.500000000000000000e+00
1.600000000000000000e+01 2.083333333333328596e+00
1.650000000000000000e+01 1.875000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00
1.750000000000000000e+01 0.000000000000000000e+00
1.800000000000000000e+01 0.000000000000000000e+00
1.350000000000000000e+01 3.541666666666657193e+00
1.400000000000000000e+01 2.291666666666657193e+00
1.450000000000000000e+01 2.291666666666657193e+00
1.500000000000000000e+01 2.083333333333328596e+00
1.550000000000000000e+01 2.291666666666657193e+00
1.600000000000000000e+01 2.291666666666657193e+00
1.650000000000000000e+01 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00
1.750000000000000000e+01 0.000000000000000000e+00
